id	sentence	sentiment
4ab8dd47-ae49-46a2-a1df-44b1f825122a	Horrid little propaganda film with fascinating connections not only to the Serbs themselves but also to a network of American right-wing extremists .	3
025cd6e1-95f0-424a-9d61-919f7b8e3ae3	A movie that hovers somewhere between an acute character study and a trite power struggle .	2
eda88aa2-88aa-49b9-a0ee-ae282d1ea425	With an admirably dark first script by Brent Hanley , Paxton , making his directorial feature debut , does strong , measured work .	4
a9777c5e-470a-4cb3-a7a6-889edf5a129e	There 's nothing like love to give a movie a B-12 shot , and CQ shimmers with it .	4
d37839ed-cd52-4a02-be6e-061bbdf6c259	Though certainly original in form , Altar Boys requires a taste for Swamp Thing-type animation , doubled with a deafening score .	2
d3293a8a-527a-4fde-946d-facb7d178825	Strip it of all its excess debris , and you 'd have a 90-minute , four-star movie .	3
997162ea-4a3d-403b-b731-85d8499e2462	Aptly named , this shimmering , beautifully costumed and filmed production does n't work for me .	2
fd85921b-bedb-4534-b5d2-dfe258838b04	It wants to tweak them with a taste of tangy new humor .	3
8fa9f97f-4469-4561-b397-d73c61b74f1c	A one-trick pony whose few T&A bits still ca n't save itself from being unoriginal , unfunny and unrecommendable .	0
4c6b1ce5-7e7d-4999-84ec-0c45fd23307d	What they 're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge .	1
e8420d4a-9750-4dc9-bff4-391d17d3a0a3	The story , touching though it is , does not quite have enough emotional resonance or variety of incident to sustain a feature , and even at 85 minutes it feels a bit long .	2
0bfb7ead-877b-4a50-97ef-f85eda61c261	It might not be 1970s animation , but everything else about it is straight from the Saturday morning cartoons -- a retread story , bad writing , and the same old silliness .	0
05925973-dd12-4814-901f-4e7d6a8682ec	A marvel like none you 've seen .	3
e99a6929-1bc5-4aea-9c46-5687934dec6b	The Wild Thornberrys Movie has all the sibling rivalry and general family chaos to which anyone can relate .	3
1b3675ba-b9d2-45fc-96bd-fc14484f1a5a	It 's absolutely amazing how first-time director Kevin Donovan managed to find something new to add to the canon of Chan .	3
e0babdfb-b4d0-4dc9-a175-73b21de38f79	The film is full of charm .	3
b1ba6440-a20d-43c6-98d9-a53932a96acb	I 'm sorry to say that this should seal the deal - Arnold is not , nor will he be , back .	1
894d5ed1-cb82-4380-aef2-aae190801ef1	No. .	1
f754ccb5-355d-4362-9c48-2292047a0c30	Consider the title 's clunk-on-the-head that suggests the overtime someone put in to come up with an irritatingly unimaginative retread concept .	1
ec0cfd72-93ef-462e-b5df-1c50ca49f27d	The Trials of Henry Kissinger is a remarkable piece of filmmaking ... because you get it .	4
b08de285-6cc1-4d02-b68f-322e8ad80770	If Festival in Cannes nails hard - boiled Hollywood argot with a bracingly nasty accuracy , much about the film , including some of its casting , is frustratingly unconvincing .	1
e95b3111-779e-4745-bb07-14d42e69757e	90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping .	0
e3740757-a654-4b7e-a9c1-3a2741c52ed7	Richard Gere and Diane Lane put in fine performances as does French actor Oliver Martinez .	3
9dc861b9-dee4-4adb-8bcf-dfcbbeb7f502	Anyway , for one reason or another , Crush turns into a dire drama partway through .	2
8ffdb5f8-f9e5-48ca-bc9e-d657efd0b19a	Elling really is about a couple of crazy guys , and it 's therapeutic to laugh along with them .	3
5057015a-b1db-4886-9032-f4510ce5c728	For this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- Chelsea Walls deserves a medal .	3
6f087c9c-5fc2-4469-9af0-77d77e89dcca	Sweet Home Alabama is n't going to win any Academy Awards , but this date-night diversion will definitely win some hearts .	3
2f28c01f-4272-4841-b5e7-42e9da0bb483	Predictably soulless techno-tripe .	0
6bb2cd96-79db-4f66-89a4-e3c2b4997777	A feature-length , R-rated , road-trip version of Mama 's Family .	2
6d7afd98-d9c1-4da2-aa0f-7de2af36531f	This quiet , introspective and entertaining independent is worth seeking .	4
ad3c734b-0e7b-4819-bb5e-c81a8d07165d	You may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie .	0
b1721025-8061-4702-8da4-41ca33f0e989	Succeeds where its recent predecessor miserably fails because it demands that you suffer the dreadfulness of war from both sides .	3
81176792-5e51-4a82-ab7a-c305e3238a05	Possibly the most irresponsible picture ever released by a major film studio .	1
fefa6aa6-3b92-4491-9263-5906e98d28df	Those who do n't entirely ` get ' Godard 's distinctive discourse will still come away with a sense of his reserved but existential poignancy .	3
027d52fe-a6ae-4234-8c04-ceb87ade7693	Stultifyingly , dumbfoundingly , mind-numbingly bad .	0
4563d90d-6a1e-4933-abbe-4702cef7f5d3	At its best when the guarded , resentful Betty and the manipulative yet needy Margot are front and center .	2
60daba60-be0b-4549-9f6e-8109d6b086f7	Murderous Maids has a lot going for it , not least the brilliant performances by Testud ... and Parmentier .	3
382f1dbd-aeff-40a2-ae91-ba2742a2be85	This ill-conceived and expensive project winds up looking like a bunch of talented thesps slumming it .	0
e0ef98bb-a759-4c48-927a-13275b8ea61e	` Abandon all hope , ye who enter here ' ... you should definitely let Dante 's gloomy words be your guide .	1
ddb6e70f-baba-4e43-993a-03cfac5c402d	It is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity .	3
fdd731a7-32eb-4b39-9bbf-895525d6289e	Directors Brett Morgen and Nanette Burstein have put together a bold biographical fantasia .	4
aa1f01ae-7f64-4b8c-88ca-1caba7925d36	An exciting and involving rock music doc , a smart and satisfying look inside that tumultuous world .	4
4f5d061c-8bbf-4467-81ac-fd647670f4fa	If you 're not a prepubescent girl , you 'll be laughing at Britney Spears ' movie-starring debut whenever it does n't have you impatiently squinting at your watch .	1
34e70148-0397-4d62-92ce-286de77926ef	A 93-minute condensation of a 26-episode TV series , with all of the pitfalls of such you 'd expect .	1
0b17d7ff-2876-4721-9b6b-deb7c9634f1f	300 years of Russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness .	4
2694f9c7-e099-4170-867d-967208acac3c	After seeing SWEPT AWAY , I feel sorry for Madonna .	1
8b912952-3439-49ef-9507-693156cba3fc	You might say Tykwer has done all that Heaven allows , if you wanted to make as anti-Kieslowski a pun as possible .	2
3397330d-4d32-4190-adfa-ab55e7908b60	Purely propaganda , a work of unabashed hero worship , it is nonetheless -- and likely inadvertently -- a timely and invaluable implicit reminder of the role that U.S. foreign policy has played in the rise of Castro .	2
1f91a965-21b0-41a2-92a2-3b3becd9ea9e	Apparently writer-director Attal thought he need only cast himself and his movie-star wife sitting around in their drawers to justify a film .	2
64a13fa1-9d10-4590-89c4-825b30241812	A compelling , moving film that respects its audience and its source material .	4
7f683507-8d40-4b74-8267-6cf46343caef	Uneven , self-conscious but often hilarious spoof .	3
4ef0b50d-9ad6-4a19-9916-4d547c628deb	Van Wilder brings a whole new meaning to the phrase ` comedy gag . '	2
891fbf0b-66b5-48db-9e70-4d7bdd690fe4	Lookin ' for sin , American-style ?	1
5a16f6b8-be42-442b-b5f0-df5489c8c538	( Two ) fairly dull -- contrasting and interlocking stories about miserable Scandinavian settlers in 18th-century Canada , and yuppie sailboaters in the here and now .	1
de2d0aee-2597-4c86-a572-d20118cfd558	Puts to rest any thought that the German film industry can not make a delightful comedy centering on food .	4
33e93d97-3764-43a9-a30c-32f1424140df	Avary 's film never quite emerges from the shadow of Ellis ' book .	2
2c827233-0468-4068-acde-3d9c0add2f5f	That 's the only sane rationale I can think of for Swimfan 's existence .	2
affcd47a-38f4-48ea-aa5a-c512f9f98a4a	Comes ... uncomfortably close to coasting in the treads of The Bicycle Thief .	1
1ac6ad64-9486-4293-8aeb-02ebe47e810f	There is simply no doubt that this film asks the right questions at the right time in the history of our country .	4
a1e7b9c8-c49f-4e46-9af2-68609e33836e	What more can be expected from a college comedy that 's target audience has n't graduated from junior high school ?	0
4867bd4a-6064-4075-84f4-d6692250882a	A gracious , eloquent film that by its end offers a ray of hope to the refugees able to look ahead and resist living in a past forever lost .	4
1728e5e1-6c8e-40ba-9c7e-58c114d56399	With minimal imagination , you could restage the whole thing in your bathtub .	1
b334f6c2-fd28-4ae2-be23-789eac597b40	`` Antwone Fisher '' is an earnest , by-the-numbers effort by Washington .	3
ddcce250-04af-4d77-b71d-178af85d86c8	Well-intentioned though it may be , its soap-opera morality tales have the antiseptic , preprogrammed feel of an after-school special .	1
2afbb8b5-c77c-4024-845a-1cf2d93e17d9	Haneke keeps us at arm 's length .	2
1a166c1e-1d91-4c7f-9943-ee9c1f46e3dc	A non-Britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine .	1
e281cbb1-91cd-4105-a40c-25a4b4fa0af6	Sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler .	1
8b151cc9-3023-492e-af17-b95762516f02	... an unimaginative , nasty , glibly cynical piece of work .	1
1e2ddc77-4ca4-40d3-8afa-d5dc1e8a6de8	Bad and baffling from the get-go .	0
59da9f56-4d1e-4563-969d-91ac8b72fb06	Lovely and poignant .	4
bf5aa94c-7fff-458f-b467-7a665d61a985	Katz 's documentary does n't have much panache , but with material this rich it does n't need it .	3
f50a43a4-ba14-43b3-b898-4653d7b915ce	I 'm guessing the director is a magician .	3
2721ed02-8439-4e28-96ec-cd6e5c80b459	Spectacularly beautiful , not to mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing .	4
3ded10af-dc17-4bb4-9c38-3b10771d06b0	meanders between its powerful moments .	2
0173be69-15f4-44e5-8f05-86395fb931fd	Trades run-of-the-mill revulsion for extreme unease .	2
6e19454b-69cb-4042-a0df-47e77d30d70b	... fifty minutes of tedious adolescent melodramatics followed by thirty-five minutes of inflated nonsense .	1
4cb11d6e-c246-4bde-913f-0bfafb1b26ac	Even the imaginative gore ca n't hide the musty scent of Todd Farmer 's screenplay , which is a simple retread of the 1979 Alien , with a plucky heroine battling a monster loose in a spaceship .	1
46e5d4f5-d751-45da-b474-45e817ead062	A smart little indie .	3
890f8f69-f4c3-49dd-86f9-bfd92ed596d8	The film is like a series of beginnings and middles that never take off .	0
b5600646-8d62-47c9-8d6f-a621e1c00507	Nothing more than a run-of-the-mill action flick .	2
5aa1a01a-598b-4833-b992-2428d44317db	Do n't plan on the perfect ending , but Sweet Home Alabama hits the mark with critics who escaped from a small town life .	3
f1827652-4bd0-487c-be07-41b272e48105	An easy watch , except for the annoying demeanour of its lead character .	2
0b38f837-0694-490b-a19c-41e80b388c13	A swashbuckling tale of love , betrayal , revenge and above all , faith .	3
b59402a6-cc5a-48d3-9534-e7c0f0fa86b3	I 'm not sure these words have ever been together in the same sentence : This erotic cannibal movie is boring .	0
299d9ae0-b1a9-4bde-90b3-572007d71c61	Working from Elliott 's memoir , Rohmer fashions the sort of delicate , articulate character - and - relationship study he 's favored for decades .	3
974a1d6f-3b0d-48fd-8afe-ccb0df99c44c	Its impressive images of crematorium chimney fires and stacks of dead bodies are undermined by the movie 's presentation , which is way too stagy .	1
7e752ffd-b9c3-41e0-8afe-79d67c82a36c	Would be an unendurable viewing experience for this ultra-provincial New Yorker if 26-year-old Reese Witherspoon were not on hand to inject her pure fantasy character , Melanie Carmichael , with a massive infusion of old-fashioned Hollywood magic .	3
e5f6b576-6bd3-4f14-a9d0-a2ff9d7f1a30	When one hears Harry Shearer is going to make his debut as a film director , one would hope for the best	3
f9d3d6ec-138b-4b7d-a7da-2484baf2be70	But be warned , you too may feel time has decided to stand still .	2
ad3755c1-7c63-46b6-b390-754eb74a1a88	It is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill	1
a54d8b36-68d9-4fe5-9206-03bac65a514e	It is intensely personal and yet -- unlike Quills -- deftly shows us the temper of the times .	4
479a1479-2d09-4c55-b70f-36028aede3a9	Angela Gheorghiu as famous prima donna Floria Tosca , Roberto Alagna as her lover Mario Cavaradossi , and Ruggero as the villainous , lecherous police chief Scarpia , all sing beautifully and act adequately .	3
e1f729f3-f8c3-484b-93af-e1418e8b2259	Isabelle Huppert excels as the enigmatic Mika and Anna Mouglalis is a stunning new young talent in one of Chabrol 's most intense psychological mysteries .	4
a9a43c04-a478-4a2a-b0f2-f26037c85fc6	An extraordinary Swedish film about the soul adventure of marriage -- the kind of intimate and character-driven film that Bille August does best .	2
0b457912-14d1-45b7-b100-dac00db18ad8	A cutesy romantic tale with a twist .	3
9b1ed08e-a28b-4ae7-813f-59f6f3d5983b	And it is .	3
55b46975-82b2-4988-b4e4-396cbdbec487	Full of bland hotels , highways , parking lots , with some glimpses of nature and family warmth , Time Out is a discreet moan of despair about entrapment in the maze of modern life .	1
3c288c54-b85e-45f0-a28a-c4a91941a769	Drumline ably captures the complicated relationships in a marching band .	3
6b552c2d-1309-442d-9c71-33a029ea01f7	The subject of swinging still seems ripe for a documentary -- just not this one .	1
ee5fd77e-db04-42c3-a0db-f7b028fe9c4a	Knows how to make our imagination wonder .	4
e801418a-e058-4bb3-beba-c5982fef27b4	A gently funny , sweetly adventurous film that makes you feel genuinely good , that is to say , entirely unconned by false sentiment or sharp , overmanipulative Hollywood practices .	3
fd2132e3-3218-46cc-b46f-69313edd73dd	Bottom-rung New Jack City wannabe .	1
a00c098f-b0bf-4ad6-ba81-0f095a738042	The inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror\/action hybrid .	1
d87e48a6-a163-44a1-9807-259216dee6d3	Melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold .	4
b6318570-dfda-4b30-9190-1b7f5e8098f4	The sheer joy and pride they took in their work -- and in each other -- shines through every frame .	3
d93f3f13-699c-4101-9087-1983631fbe07	Unexpected , and often contradictory , truths emerge .	3
39e87f27-b66a-4e87-89ed-5d23f691ad30	Feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake .	1
eb4908d8-0988-425f-a64b-41e3ba67159b	Proof of this is Ballistic : Ecks vs. Sever .	2
1f24887a-3cf3-48d5-a00a-3b99b5cd2e1c	One of the most original American productions this year , you 'll find yourself remembering this refreshing visit to a Sunshine State .	4
9a8593e8-3571-4087-8cc5-1ea00927e92f	A remarkably insightful look at the backstage angst of the stand-up comic .	4
027021fb-bb24-49ba-a596-0cb29dae5693	Like Brosnan 's performance , Evelyn comes from the heart .	4
cfca3172-ec16-4a88-b7eb-0b66aefc1094	Feels untidily honest .	2
c3042690-0b91-4bf5-a7c5-e1b9f559edd3	Seagal is painfully foolish in trying to hold onto what 's left of his passe ' chopsocky glory .	1
4221e58c-03a9-4ceb-b565-e0f66400a862	For starters , the story is just too slim .	1
4f610dc3-cf00-4a1a-993a-ede1bb989336	There is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure .	4
b2150089-5c25-4239-9a29-6390c387732c	Drumline is -- the mere suggestion , albeit a visually compelling one , of a fully realized story .	3
624c9803-01e4-4b15-be6b-28b280063dcc	Me Without You has a bracing truth that 's refreshing after the phoniness of female-bonding pictures like Divine Secrets of the Ya-Ya Sisterhood .	4
543ef7f3-c645-412e-abf4-e9e484abf712	Grating and tedious .	1
c0a494b7-3ae8-423c-8210-ccfde3f30c82	You have to see it .	4
d6d666d4-b234-45e6-9251-08664dd3fa9f	Director Brian Levant , who never strays far from his sitcom roots , skates blithely from one implausible situation to another , pausing only to tie up loose ends with more bows than you 'll find on a French poodle .	1
493f4f0a-7e6b-431a-8123-e7c45a578b33	The subtle strength of `` Elling '' is that it never loses touch with the reality of the grim situation .	3
8d0813bd-0071-4eac-ace4-0912e92287dd	As Bundy , Michael Reilly Burke ( Octopus 2 : River of Fear ) has just the right amount of charisma and menace .	3
2718a2a0-ecdc-4aed-ab67-0827f16542a4	It has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience .	3
f6e95efd-d089-4cda-8c86-64fb2c900311	The Master of Disguise may have made a great Saturday Night Live sketch , but a great movie it is not .	1
991e5fc8-7329-4e88-b543-9856e538c83a	Filmmakers who can deftly change moods are treasures and even marvels .	4
c041d80b-d566-40f0-93b4-8f539cd554a6	When all is said and done , she loves them to pieces -- and so , I trust , will you .	3
576789f1-272a-40f6-84ef-fab995a83397	Anybody who enjoys quirky , fun , popcorn movies with a touch of silliness and a little bloodshed .	3
0e720586-ea12-4ad5-bb83-412a9eb767e7	Delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for .	3
c36a6a11-cd78-44f0-b45e-f19bf5e7b9b5	Hardman is a grating , mannered onscreen presence , which is especially unfortunate in light of the fine work done by most of the rest of her cast .	2
8ea9eb10-eb1e-4ecb-b62d-b719d7d5873f	All the movie 's narrative gymnastics ca n't disguise the fact that it 's inauthentic at its core and that its story just is n't worth telling .	0
68534095-2d96-4ecd-a1dc-17ed0656634f	This is what IMAX was made for : Strap on a pair of 3-D goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space .	4
a2214702-5eac-4a4f-a70d-831d98d24092	It 's the kind of under-inspired , overblown enterprise that gives Hollywood sequels a bad name .	0
98496a4b-0b57-4d7c-9b86-f9c0cde45b4f	Not a bad premise , but the execution is lackluster at best .	2
48157578-1779-4455-ad68-6aa50e95bf1b	The very simple story seems too simple and the working out of the plot almost arbitrary .	0
a3b764a3-ad53-40fd-8c91-8fa0b40ac9ae	Terry is a sort of geriatric Dirty Harry , which will please Eastwood 's loyal fans -- and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man .	3
75e489b0-b8b8-44a4-acf9-a8e6e93ecbd8	It 's not particularly well made , but since I found myself howling more than cringing , I 'd say the film works .	3
ce4ba016-0f62-4855-bb4d-76cf2a32aeaa	Before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway .	1
918ce140-2846-4240-997a-1790a28963d7	It 's actually pretty funny , but in all the wrong places .	2
4eee3a43-a0e2-4b6f-817a-fcf0cb879699	Oscar Wilde 's masterpiece , The Importance of Being Earnest , may be the best play of the 19th century .	3
f24bd49c-2739-43fe-96f2-4f341e053dbf	The Pianist is the film Roman Polanski may have been born to make .	3
52c7f99d-dd53-4a7c-810b-e3fc7f9a58cb	An immensely entertaining look at some of the unsung heroes of 20th century pop music .	4
81961081-3071-499e-8bf6-9f5d2f4b62ca	The Irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .	0
04ba6f2b-a07d-47d3-b034-c5dc534a34d7	Perhaps it 's cliche to call the film ` refreshing , ' but it is .	4
07c7d09f-9f57-4122-9dcf-b98cff677d3e	Creeps you out in high style , even if Nakata did it better .	2
5a57063a-6c56-44e4-9003-e135a8bc87bf	A genuinely funny ensemble comedy that also asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives .	4
5a389d8d-824f-4e28-873b-969f8ca19377	The enormous comic potential of an oafish idiot impersonating an aristocrat remains sadly unrealized .	1
4247464a-4f17-4e42-8d76-28e2c5a623a9	Collapses under its own meager weight .	1
e45c448e-2ae7-4fee-ba90-fd4cd7e35d12	The ending does leave you unfulfilled , but these are performances to enjoy in a memorable ensemble piece .	2
e0a98de2-f414-4d80-9bb2-58cc72f7f0b8	Even with Harris 's strong effort , the script gives him little to effectively probe Lear 's soul-stripping breakdown .	2
b8ab5d27-8d93-4c79-80ed-4c53e4f0d1e4	Manages to be original , even though it rips off many of its ideas .	2
20f29c03-475d-4116-97c0-08b9811d6418	Quitting delivers a sucker-punch , and its impact is all the greater beause director Zhang 's last film , the cuddly Shower , was a non-threatening multi-character piece centered around a public bath house .	2
6f655134-a7ae-4458-bea6-58532a8f4af8	Slack and uninspired , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth .	0
37a57de4-971c-4642-8463-060fbd7634f0	A direct-to-void release , heading nowhere .	2
b3ae11bc-23ca-4aec-b556-8cc96f6a7eb8	Been there , done that , liked it much better the first time around - when it was called The Professional .	1
2f566cc7-3b22-4107-8be2-9337803f5a7e	With the film 's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved .	4
26459b01-483f-4811-a7b5-4d9cb1ec1121	Shyamalan takes a potentially trite and overused concept ( aliens come to Earth ) and infuses it into a rustic , realistic , and altogether creepy tale of hidden invasion .	3
0fd3a7b5-961c-4dd4-af87-607ae007688f	The movie weighs no more than a glass of flat champagne .	1
6e74d487-2f3f-4c6c-b53c-3d1f96ab3243	Kept aloft largely by a comically adept ensemble .	2
2c130d55-a19d-4167-9ffb-088d226c3547	Expect to be reminded of other , better films , especially Seven , which director William Malone slavishly copies .	1
c166e7f5-ff0d-4e5f-b9a2-76910629fea9	This English-language version ... does full honor to Miyazaki 's teeming and often unsettling landscape , and to the conflicted complexity of his characters .	2
624584c6-8db4-4ae3-9c4a-f40b6af5ca1e	Enough may pander to our basest desires for payback , but unlike many revenge fantasies , it ultimately delivers .	3
793bb7c8-cbe0-41e7-9a30-c59a0273f57e	Muccino seems to be exploring the idea of why human beings long for what they do n't have , and how this gets us in trouble .	3
0234b29b-d09f-46c1-ba36-ceac52ba26c6	Or a profit .	2
70607ea0-020e-4427-860b-6622e202d6ce	Reggio 's continual visual barrage is absorbing as well as thought-provoking .	3
8f70a101-7eb0-44c3-b373-60e45cbc98c6	Two tedious acts light on great scares and a good surprise ending .	3
547dd5f1-0c36-416e-8ca5-e8e19a9b6827	The lack of pace kills it , although , in a movie about cancer , this might be apt .	1
ffac7082-e4f0-4feb-a5a7-4a3894416128	Now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism .	3
56b9fce4-b33b-4f77-9de0-bc9b31b40e17	Once Ice-T sticks his mug in the window of the couple 's BMW and begins haranguing the wife in bad stage dialogue , all credibility flies out the window .	0
2732c3d3-92e4-4999-a27e-80bb5ba1cc29	It 's about as convincing as any other Arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic .	1
a56fc179-a52a-4fce-88ed-f87bde308a04	A smart , provocative drama that does the nearly impossible : It gets under the skin of a man we only know as an evil , monstrous lunatic .	4
a7cee7bd-dfda-4235-8e16-86ddbee90693	For each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike Tara Reid , whose acting skills are comparable to a cardboard cutout .	1
29116fb2-4d70-41e0-ba71-84a6ed07ac5b	With tightly organized efficiency , numerous flashbacks and a constant edge of tension , Miller 's film is one of 2002 's involvingly adult surprises .	3
f5d09ece-6393-475b-9c38-a8375f115564	One of the most unpleasant things the studio has ever produced .	0
94ff5691-2f51-4a03-bb2d-2d37cc112c32	You just know something terrible is going to happen .	2
a1f156ef-11b1-4159-8f5d-e4b1273f52e5	Some of Seagal 's action pictures are guilty pleasures , but this one is so formulaic that it seems to be on auto-pilot .	0
7a5c4114-d84b-4cc3-b0d5-5df05643605e	Talkiness is n't necessarily bad , but the dialogue frequently misses the mark .	1
70d40776-5bf1-48e5-adad-5d5e99ba3957	Plays like the old disease-of-the-week small-screen melodramas .	1
f0ddfcc9-89c6-4dc4-b4cd-7510afb8b5de	For devotees of French cinema , Safe Conduct is so rich with period minutiae it 's like dying and going to celluloid heaven .	4
471e43fd-fb9e-444c-9c7d-3bbe61199e76	While some of the camera work is interesting , the film 's mid-to-low budget is betrayed by the surprisingly shoddy makeup work .	1
7cfd7650-f61e-46da-ad23-6dad63528a5a	The Gantzes ' interviews tend to let the guys off the hook .	2
0a7ae1a7-b6f9-42ec-81cf-e7f911b912a0	One of the greatest films I 've ever seen .	4
32305bdd-d32f-4b4d-937d-844feb002394	Amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances .	4
ab2f98c1-28fe-4a3c-ac4d-ef59de28b10d	The movie is amateurish , but it 's a minor treat .	3
2d5b4931-b886-40ec-a478-148f0d42b5c6	Richly entertaining and suggestive of any number of metaphorical readings .	4
b16a935e-4742-477a-b911-e537e9225072	Directors John Musker and Ron Clements , the team behind The Little Mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space .	2
03f37e7e-ca14-41f7-87e9-18a062fbfb5c	Broomfield 's style of journalism is hardly journalism at all , and even those with an avid interest in the subject will grow impatient .	1
15681b8e-4fab-4382-b826-e9d2d151e6c2	It 's impossible to even categorize this as a smutty guilty pleasure .	1
8d69538a-0edd-494c-9c0f-2dd90cba9ea4	Oozes condescension from every pore .	2
9dc45bdb-4294-4d07-a86d-d40b83cde0c7	`` Secretary '' is owned by its costars , Spader and Gyllenhaal .	2
2cd12a6f-61f4-4c99-aa13-549436120b74	The emotion is impressively true for being so hot-blooded , and both leads are up to the task .	4
